Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,07/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Comoros,COM,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.981615,2198.320386,2336.834801,2363.536913,2199.534332,2239.716755,2173.042946,2222.021132,2212.095188,2214.839612,2408.416937,2414.43005,2418.834349,2422.587089,2422.721351,2441.135705,2455.715424,2426.515145,2473.089053,2581.662378,2652.355545,2752.952956,2868.399869,3059.116238,3109.895656,3105.592963,3127.13212,3236.985999,3303.256887,3357.897914,3424.539689,3449.043575,3478.173468,3516.481593,3567.513865
Cabo Verde,CPV,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.758652,1830.075997,1984.68063,2111.621408,2465.993932,2763.397334,3022.888252,3302.974034,3657.38119,4006.479647,4510.135737,4540.907318,4710.241049,4841.265399,5268.303125,5565.769512,5941.382181,6767.406774,7169.139442,6994.574099,7072.121502,7325.784418,7397.822207,7440.662427,7491.021982,7560.136492,7881.303362,8234.560003,8531.129616,9111.629932,7207.86854,7685.419214,8850.106692,9280.97926,9907.588475
Costa Rica,CRI,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10953.4262,10920.0994,11626.83613,12144.44875,12385.45457,12593.22551,12467.62122,12856.58327,13481.05948,13760.9237,14018.7425,14250.46275,14495.99251,14891.33982,15323.28922,15703.96247,16620.13564,17743.62274,18334.0136,17932.61478,18660.91982,19254.91422,19960.79333,20232.26708,20724.92177,21254.78409,21925.60008,22622.55345,23005.31215,23364.78313,22211.86139,23852.9253,24831.71935,25979.62862,26973.43616
Caribbean small states,CSS,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13016.71323,13090.67474,13480.9319,13402.87122,13766.34289,14052.38315,14623.05315,15238.41418,15859.22656,16519.82947,17148.16441,17444.97703,18069.70839,19258.45333,20169.45753,21227.83149,22906.36876,23735.02232,24117.93314,23295.73667,23691.27206,23810.45942,24749.11228,25091.58254,25579.88878,25332.27648,24289.21957,23869.04106,23961.6927,24041.22858,22176.66465,23346.62886,26908.7521,29498.91447,33843.34144
Cuba,CUB,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34307.12462,35339.06441,35435.99712,34812.79072,34288.73979,33651.50415,33334.85635,33490.25472,33795.13068,33397.39696,33004.55386,32704.35544,32320.87662,31753.38414,31128.64693,30861.32036,30209.78786,29729.10098,29256.81541,28659.6557,23751.4976,25163.86693,27587.2448,27675.57213,
Cayman Islands,CYM,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92169.88486,92300.47274,89338.2865,80594.07754,76259.02974,75059.65807,73948.02582,72954.51959,73017.59492,73281.04476,73907.22604,74564.73865,76088.89506,77440.55206,72149.32689,74150.85809,76359.09088,78109.35066,
Cyprus,CYP,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27668.92188,27161.26758,28934.31055,28441.66797,29503.16797,31395.95508,31285.30664,31659.56055,33184.84766,34455.69531,36124.78125,37150.04688,38094.0625,38621.14453,40023.37891,41365.66016,42598.875,43827.53906,44299.44922,42257.03125,42105.91406,41216.24219,39193.60156,36696.9375,36444.10547,37905.30469,40212.17578,42130.98828,44230.45313,46198.25,44206.43359,48784.08203,51591.41406,52193.875,53255.52344
Czechia,CZE,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27918.13752,24734.77021,24584.32996,24573.99149,25279.7918,26869.01971,28021.67046,27884.73976,27801.43878,28213.4555,29427.407,30399.87308,30919.54966,31949.29631,33452.3408,35535.748,37786.87817,39629.00613,40328.34266,38175.14228,39097.38862,39708.16263,39347.0493,39317.55357,40158.01643,42066.57598,43069.46597,45177.52261,46301.08204,47763.61655,45119.93873,47796.03374,48390.66168,47509.52384,47961.80951
Germany,DEU,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42373.52948,44214.75257,44763.66277,44037.52392,45024.99267,45568.67615,45908.66342,46691.8189,47663.33627,48647.1679,49979.13317,50711.68047,50510.90595,50215.42539,50810.1431,51289.28004,53326.97694,54941.60175,55547.31075,52600.23252,54865.43053,57992.36674,58158.13797,58223.64953,59239.3401,59699.33812,60578.28707,61991.49731,62495.49895,62970.71609,60342.6627,62530.76532,62931.96841,62686.54085,62829.796
Djibouti,DJI,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4469.074099,4705.049268,4961.868186,5226.500261,5421.956491,5590.504266,5809.30455,5791.477677,5960.108074,6180.679986,6545.103341,6841.166532
Dominica,DMA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11311.55198,11518.7642,11747.61209,11982.85878,11979.39925,12343.89974,12737.89764,13037.14958,13563.45282,13661.67876,14054.65498,14091.54914,13640.70331,14398.00176,14962.24563,15080.5206,15727.70532,16560.5179,17738.04057,17534.03396,17516.78796,17475.04111,17431.1288,17282.6368,17520.85463,16920.91266,17364.0773,16314.22956,16877.12449,17619.43354,14919.53077,15808.97435,17550.80099,18278.22534,18739.36404
Denmark,DNK,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45821.08065,46368.74289,47150.52368,46956.61715,49276.1369,50509.33539,51678.6675,53094.9932,54133.1946,55555.36227,57431.97086,57770.22204,57848.84528,57946.17711,59401.25629,60635.62322,62743.23252,63082.24771,62451.07235,59027.7651,59696.35452,60230.35418,60000.89031,60583.4065,61047.33372,61893.24606,63299.33777,64815.73078,65694.75913,66580.18814,65204.54932,69715.18097,70233.64023,71454.52091,73709.00184
Dominican Republic,DOM,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7327.726701,7246.246701,7900.768093,8318.491786,8372.071697,8685.016486,9036.883521,9671.148179,10150.44602,10582.07759,10896.31842,10991.13634,11313.06903,11000.86841,11131.27092,12022.50805,12961.91836,13754.92127,14030.14111,13992.41033,14975.00101,15258.08581,15487.27764,16054.76773,16993.58744,17973.18703,18968.97524,19501.87431,20662.84859,21451.28644,19545.40996,22053.45899,22986.95808,23282.48951,24229.46812
Algeria,DZA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11728.54573,11314.86474,11241.41542,10743.70635,10414.03482,10588.44337,10808.87887,10725.96735,11094.88754,11292.0373,11558.22047,11742.59468,12213.12635,12835.18144,13226.76505,13738.49564,13920.69406,14114.67452,14206.77671,14104.42817,14496.42113,14641.96409,14697.53961,14778.19143,15073.76294,15239.51715,15511.68588,15427.66419,15343.42612,15199.199,14194.15575,14496.86547,14782.2003,15159.32424,15442.12445
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.305002,2666.149518,2897.390732,3154.266101,3428.895454,3708.350573,3982.388321,4193.646635,4182.8441,4381.259418,4657.751069,4911.070805,5242.248558,5642.355112,6083.556532,6602.186558,7224.912893,8000.221588,8584.778542,9145.737245,9942.238326,10666.19749,11359.22185,12057.90341,12769.30778,13493.37779,14243.81944,15060.24917,15924.98049,16754.16302,16816.87407,17966.40334,18599.49289,19521.59047,20452.1532
Early-demographic dividend,EAR,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5092.318644,5170.429894,5271.029248,5347.498935,5432.923439,5502.07718,5710.543641,5859.130117,5879.959677,5941.915187,6085.125765,6082.179005,6122.632501,6350.261451,6638.135759,6926.843107,7240.899563,7551.617523,7702.854965,7730.641553,8115.213363,8407.462695,8626.24516,8869.646837,9157.403582,9490.203935,9840.533285,10199.54875,10514.54613,10684.77411,10139.05305,10774.13281,11314.03121,11768.38213,12111.96375
East Asia & Pacific,EAS,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5742.923143,5973.383121,6207.038515,6452.674357,6765.196747,7115.007659,7470.028736,7716.832896,7626.710979,7866.173201,8248.938488,8481.634059,8837.472617,9262.483153,9787.534978,10353.46277,11014.08593,11829.11723,12336.95157,12672.72348,13604.45317,14313.03376,15001.44841,15717.6542,16412.29942,17117.83993,17848.7047,18679.47408,19526.16471,20291.39049,20199.12279,21435.04821,22097.72115,23016.8278,23953.91824
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13601.04337,12633.44454,11612.32519,10821.48788,9311.576246,9029.791115,9088.993267,9435.991926,9587.907874,9490.277489,10077.25473,10235.25888,10827.15464,11552.17054,12633.05881,13542.05254,14608.57127,15690.81666,16106.62915,15202.90191,16053.74744,17121.32079,17548.94484,18329.7467,18450.22561,18602.30781,18897.83741,19703.75243,20222.4525,20554.85288,20316.82013,21837.95054,21980.627,23256.37005,24005.29384
Europe & Central Asia,ECS,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28303.16373,27818.67588,26890.18229,26233.78873,25898.84972,26213.57894,26510.99136,27220.42831,27718.65988,28496.85673,29840.40827,30566.33129,31151.18192,31866.88565,33038.39238,34031.52697,35511.28746,36980.41099,37451.21221,35503.76608,36392.78503,37343.28049,37463.99068,37729.81069,38210.64131,38660.12549,39174.96202,40198.56832,41007.45548,41700.11692,39619.62541,42235.02238,43268.83771,43956.56446,44689.60268
Ecuador,ECU,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9104.815998,9292.617792,9291.371048,9284.315034,9494.175062,9525.177018,9509.275406,9739.266824,9876.750751,9242.96681,9183.051553,9405.116807,9697.555177,9802.814082,10290.66343,10660.20462,10933.48975,10952.82269,11474.5257,11403.5278,11665.69786,12449.07855,12961.02674,13689.15205,14064.79922,13881.57007,13586.51608,14179.15375,14083.507,13870.48951,12440.32637,13507.44456,14186.63885,14343.01901,13935.53911
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8006.621437,7876.552576,8034.562301,8079.054807,8221.046848,8423.578175,8662.331479,8950.654107,9245.478905,9588.859385,9981.627751,10117.33318,10143.50635,10250.37655,10451.82175,10700.60904,11211.83202,11782.00607,12391.58476,12728.08146,13128.98783,13082.42637,13076.80524,13058.07482,13136.36563,13425.91196,13727.32016,14018.36059,14488.20943,15026.56824,15309.23599,15579.01609,16360.39078,16691.3874,16798.15158
Euro area,EMU,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37870.60388,38542.22377,38743.49025,38291.36561,39124.31556,40002.91954,40616.05948,41653.79042,42815.98858,43976.3834,45551.37741,46414.80598,46654.09241,46785.34368,47612.43839,48221.15671,49603.57502,50844.37594,50804.39298,48333.63449,49189.25251,50097.02769,49485.07867,49298.91787,49915.93138,50832.14659,51624.94599,52857.40109,53638.58673,54413.42202,50965.02061,54187.84062,55902.28642,55940.12937,56326.2666
Eritrea,ERI,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31773.22674,32499.34814,32641.08272,32137.31384,32746.92878,33501.73142,34232.37869,35312.08629,36679.09423,38141.31688,39945.89713,41224.29241,41766.03782,42223.13017,42793.39023,43570.76526,44572.68155,45301.28434,44926.34895,42852.22089,42695.52742,42271.83468,41034.04816,40594.91401,41339.41112,43053.76143,44274.66761,45446.25086,46325.20994,46896.41711,41553.44779,44251.66582,46649.56354,47341.17179,48373.04557
Estonia,EST,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19360.02712,17900.92103,14371.31889,13899.58758,13966.81887,14862.04448,15828.49086,18099.43864,19067.19793,18930.32888,20739.3911,22099.33928,23781.65157,25749.27977,27665.30683,30473.77876,33646.61851,36359.46663,34588.55003,29585.14397,30379.10913,32789.43238,34115.36222,34838.36295,36090.49409,36729.80725,37854.84525,39939.45756,41273.19955,42652.53486,41340.76465,44251.5375,43690.41423,41706.51961,41546.12019
Ethiopia,ETH,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.3469362,777.5235663,680.8347668,743.7084859,741.1766237,760.2643451,826.9916589,826.0052181,772.7866465,787.6795776,810.2707492,851.3134285,838.298047,795.7721384,877.114495,952.1156663,1024.729119,1109.143303,1193.747283,1262.46398,1381.190447,1492.533965,1576.768757,1696.865156,1821.391618,1957.414542,2084.840556,2222.828245,2311.165117,2437.970461,2516.549076,2588.413102,2655.592767,2757.959236,2884.264607
European Union,EUU,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33427.46076,33588.83845,33687.78653,33386.18313,34203.75036,35119.05868,35779.29717,36643.37864,37667.11204,38693.93362,40167.52112,41016.26682,41430.72125,41736.93297,42733.64669,43484.3203,44953.57853,46281.89995,46530.3474,44438.94072,45260.98366,46216.70731,45800.7311,45735.57551,46465.255,47500.31277,48356.82935,49714.81182,50726.78108,51683.60715,48792.25459,51978.64463,53686.72159,53779.63695,54291.14956
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079.633105,5453.160057,5158.935835,4748.006806,4204.373819,3975.992733,3920.764437,3970.241302,4054.262081,4068.512749,4207.624692,4315.889817,4416.158338,4383.383888,4801.304812,4939.524526,5129.965313,5337.75447,5464.253954,5340.688064,5557.73931,5577.703589,5649.583085,5664.168858,5592.539075,5518.867758,5563.848518,5580.584038,5624.865275,5664.293794,5288.807922,5261.525868,5066.989634,5068.155671,5053.443068
Finland,FIN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38807.11852,36326.08289,34926.38336,34486.75226,35699.72031,37069.62898,38301.51262,40630.92177,42733.44557,44505.71148,46968.84171,48099.30143,48792.48648,49655.54516,51494.70586,52744.04803,54653.9812,57313.29165,57494.58535,52599.14871,54017.94586,55053.39069,53957.6681,53183.42867,52710.73349,52782.48739,53984.63163,55637.22628,56226.33724,56922.48732,55424.8575,56790.37662,57068.30565,56246.44315,55628.68151
Fiji,FJI,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8126.890737,7843.162532,8261.303854,8383.65125,8762.414721,8936.778195,9306.982587,9008.644541,9013.452143,9693.812607,9426.113813,9516.327796,9724.100894,9727.956522,10148.87784,10127.11159,10222.19836,10050.951,10092.18016,9910.17442,10167.34962,10412.99638,10537.69203,11019.29836,11621.12949,12131.09169,12419.82578,13090.50071,13612.9521,13567.47388,11254.96982,10685.19703,12762.34664,13652.49099,14104.44358
France,FRA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38655.88568,38937.95225,39331.90419,39020.61416,39801.3889,40570.71696,40990.73951,41876.93303,43162.54239,44400.13579,45922.47894,46454.87069,46610.78207,46730.97581,47720.44134,48257.46509,49223.2472,50157.78375,50068.29691,48404.96578,49130.42294,50085.68298,49935.62691,50066.53043,50326.56786,50682.89536,50984.0753,51895.5663,52560.95362,53448.55488,49311.33341,52517.33549,53691.61749,54017.87417,54464.98167
Faroe Islands,FRO,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53528.7838,50835.95421,50782.33914,52716.93394,56744.6519,60123.72671,63151.50443,63139.80572,63286.58422,64574.49073,65297.31253,67210.42772,65136.56946,67770.48866,69370.95458,70428.9631,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3136.951433,3308.745761,3373.982308,3571.629206,3487.105601,3692.606226,3559.593416,3332.980598,3418.569598,3456.153301,3611.449584,3679.190771,3696.585324,3760.150458,3656.053843,3747.883756,3767.944903,3727.33732,3669.086497,3742.829796,3842.236126,3958.932152,3878.11227,3727.426065,3632.241566,3788.9341,3794.745459,3811.789652,3796.946045,3938.557088,3850.530525,3944.705715,3813.338308,3814.169677,3823.60411
Gabon,GAB,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23884.8107,24665.67923,23268.99747,23551.68125,23794.31493,24344.18574,24595.97196,25359.65966,25585.5078,22713.71444,21717.22408,21604.78044,20981.47986,20875.45493,20438.93071,20385.28999,19224.12687,19751.87622,18493.09211,17911.14585,18530.57609,19153.08782,19450.40271,19836.45549,20008.98998,20147.71162,19988.1756,19555.70788,19225.59826,19491.40676,18681.48407,18523.5798,18662.0498,18702.69052,18923.09005
United Kingdom,GBR,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34307.93892,33824.71647,33868.66596,34628.81787,35869.21088,36680.13611,37531.52803,39278.53024,40496.86195,41596.47038,43247.63638,44189.85491,44793.32608,45990.71589,46853.79255,47804.78527,48584.43597,49472.98598,48963.02316,46348.75343,47013.88241,47178.91992,47550.94285,48083.80343,49250.55999,49983.34859,50540.87977,51601.14044,52071.26966,52645.5442,47144.72215,51004.42717,52982.17492,52502.91533,52517.98486
Georgia,GEO,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12917.09443,10120.16289,5533.210823,3882.020297,3532.320081,3762.811538,4339.004669,4951.812918,5233.288377,5495.245051,5706.272365,6074.08643,6464.325397,7227.73706,7693.915254,8485.586705,9337.989064,10567.27472,10856.10313,10553.08964,11294.36859,12288.68289,13193.9597,13913.00182,14475.31354,14936.84341,15442.95644,16237.62422,17228.67908,18186.88165,17031.14403,18915.6534,20966.52804,22590.52936,25000.63264
Ghana,GHA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2785.671143,2859.827022,2897.835432,2964.266009,2989.34731,3039.68873,3106.185555,3160.445041,3229.482283,3290.268652,3327.351993,3369.507025,3425.618209,3507.751057,3607.365223,3721.307857,3857.861548,3923.125678,4174.781241,4269.160059,4495.689166,5005.367325,5339.713219,5593.774819,5619.072335,5607.366357,5666.077953,5993.630852,6234.512082,6508.246523,6412.685418,6607.502974,6728.45414,6808.537752,7061.934028
Gibraltar,GIB,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105.747295,2075.991943,2076.550627,2115.866496,2134.897694,2171.725522,2205.323634,2272.411005,2311.327353,2346.270184,2358.287656,2412.75162,2498.131775,2473.234183,2477.502826,2501.221605,2478.613195,2587.004889,2629.539747,2537.306458,2594.830503,2673.40873,2762.903509,2802.56007,2834.966343,2869.851572,3099.788742,3332.765762,3455.645126,3557.462339,3630.993306,3738.805126,3792.010688,3904.823955,4028.483474
"Gambia, The",GMB,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653.782914,2623.641616,2604.269033,2586.130416,2508.103915,2456.000781,2439.045516,2486.937984,2502.764771,2589.977739,2658.617706,2737.696108,2578.557146,2682.479933,2794.193526,2653.642392,2564.68654,2567.157288,2649.611199,2745.325406,2824.212592,2519.839833,2574.935097,2572.447289,2465.109711,2495.957416,2478.460558,2533.186837,2651.432815,2750.821322,2702.319195,2777.79621,2863.180499,2932.280596,3030.974084
Guinea-Bissau,GNB,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.227855,2000.302769,1963.638145,1939.754398,1940.809225,1975.695758,2159.39975,2256.332351,1717.568644,1968.689556,1950.801228,2001.16517,2029.184293,1978.123292,1955.694335,2035.681409,2040.17194,2040.940071,2080.143012,2077.558921,2138.026862,2250.920523,2154.302254,2166.00798,2130.191233,2203.485144,2265.571797,2314.15796,2344.869271,2418.104102,2413.679078,2483.850629,2564.424072,2619.413537,2685.617428
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.817674,1070.827643,1390.479185,1487.812025,1672.345475,1892.116531,3033.840312,7296.100098,8684.657308,10492.46495,11767.47088,18031.96498,20242.43097,21709.57512,28225.98582,31302.95795,32251.76801,35540.44776,39994.61598,38706.60525,33668.87407,34341.93426,35711.49193,32894.36932,31765.89971,27797.79428,24435.06456,22250.43892,20165.47956,18446.59166,17089.15373,16821.44865,16932.77068,15688.23842,15454.42849
Greece,GRC,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26916.31252,27419.60293,27401.424,26804.85376,27204.39587,27646.14764,27905.10657,28768.24015,29592.52548,30263.05437,31386.63978,32675.92923,34081.02898,35970.70168,37811.49137,38146.96297,40483.15692,41796.23369,41709.38774,39886.21355,37566.74837,33906.49174,31250.22686,30762.44322,31213.37651,31347.97657,31468.61985,31995.41088,32722.33104,33502.75065,30487.11293,33531.15511,35906.61277,36854.5044,37752.63212
Grenada,GRD,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8889.362839,8937.777071,8791.142497,8553.276602,8634.373964,8756.180581,9082.280995,9473.578649,10515.5495,11165.32735,11632.17445,11340.18241,11684.8592,12734.32509,12601.07149,14220.55129,13602.68541,14385.09185,14472.42289,13471.83041,13363.09203,13406.05988,13169.46048,13394.52168,14296.70914,15145.97202,15650.41172,16301.47244,16975.2476,17047.35493,14656.72088,15298.12311,16386.46234,17128.69639,17742.17557
Greenland,GRL,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38137.56849,38162.93422,36343.12572,34578.3465,36428.9124,37584.07191,38090.709,38581.21519,41500.23127,42072.0565,44991.67515,45405.85437,44793.27043,46649.04808,49742.05823,52189.00149,55243.71028,56763.23873,60506.19463,61035.5673,61863.28269,61170.92037,62111.10331,61659.64152,64799.30566,63364.05361,66245.72947,66297.17907,66887.67793,68534.9419,68533.73399,69302.00888,70681.22539,71037.53722,
Guatemala,GTM,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7594.728416,7662.167229,7822.259592,7915.406704,8018.279363,8195.345678,8222.065158,8364.161076,8559.986046,8668.426733,8770.403838,8771.154957,8901.536085,8926.153326,9003.856934,9099.72303,9386.00088,9772.805112,9889.571818,9740.709084,9825.0174,10032.08835,10126.82807,10297.83929,10553.56393,10785.95815,10872.59368,11005.45908,11192.37173,11466.37626,11097.15007,11825.14092,12147.9306,12384.94803,12640.88711
Guam,GUM,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5074.431099,5396.463426,5799.218361,6247.866249,6755.328669,7071.2128,7612.304243,8064.567152,7915.229562,8139.970184,8025.293265,8212.043218,8314.027275,8267.429105,8404.200163,8256.525191,8702.331335,9354.080177,9546.708759,9924.526608,10374.39476,10958.85988,11534.99856,11896.90699,12030.05293,12040.08253,12420.47247,12801.64085,12980.3576,13402.42195,19234.1302,22865.9271,37068.19938,49312.36032,70297.40309
High income,HIC,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34971.13089,34862.21264,34746.40649,34676.25825,35186.58045,35860.76807,36595.32981,37609.8731,38271.5754,39430.90013,41003.04196,41524.79091,42060.27869,42913.41658,44305.64708,45478.48298,46856.10253,48080.3443,48267.62301,46254.64435,47506.6176,48413.28953,48866.90435,49345.02828,50113.07381,50871.82714,51469.20747,52524.33651,53620.742,54478.7889,52199.01946,55348.64484,56725.61578,57349.40001,58151.32368
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31598.85261,33124.79635,34895.87519,36428.64709,37767.2954,37905.71551,37804.1456,39402.6535,36776.43097,37339.95161,39848.60848,39777.88103,40258.20609,41570.59623,44836.20476,47938.89317,50981.76107,53813.07354,54630.37358,53172.30396,56355.4039,58672.80689,59015.30339,60601.575,61839.7777,62779.71722,63749.38287,65662.80999,66993.93053,65388.33087,61328.53996,65884.93763,64036.66717,64428.73002,66171.35832
Honduras,HND,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4427.040221,4160.385967,4289.476137,4440.229157,4325.228353,4464.579807,4421.520753,4497.235698,4536.911896,4386.711522,4579.689608,4578.947879,4627.022787,4714.86701,4885.342583,5056.675444,5263.150291,5461.901519,5566.706395,5313.75574,5396.072279,5488.433716,5600.607761,5644.133848,5705.162463,5812.534888,5926.490255,6099.607349,6219.279738,6264.018843,5603.263984,6202.980788,6352.587102,6467.880035,6585.855357
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175.699489,2131.912629,2050.498267,1996.878218,1936.326587,1973.231629,2015.496796,2068.72059,2082.574693,2088.829385,2094.200307,2111.075948,2136.744494,2162.197245,2223.080134,2286.118757,2353.10828,2415.445685,2482.935875,2506.039617,2593.152854,2635.293877,2664.469842,2737.188448,2809.513782,2860.050543,2905.26022,2962.704469,3000.16835,3047.766238,2969.084906,2997.162415,3054.562233,3072.075165,3144.71542
