Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,07/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Croatia,HRV,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23399.69546,18812.91055,17020.20746,15570.37594,16301.72468,17523.99315,18851.31894,20111.94081,20577.43401,20491.13161,21303.76193,22828.24421,24138.82719,25475.7131,26530.76961,27643.16758,29041.01355,30513.92866,31118.3193,29028.40247,28706.17784,28777.30355,28262.46174,28403.31857,28462.36618,29473.44684,30826.63245,32353.73259,33732.81423,35125.50741,32495.49396,36932.59379,39864.08168,41137.45307,42633.76668
Haiti,HTI,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3946.365646,3939.535024,3656.583171,3390.881351,2928.675137,3157.783169,3226.668788,3252.026948,3261.586664,3288.685508,3256.62947,3186.833911,3163.589952,3216.801645,3120.84411,3163.113802,3164.823729,3258.366337,3289.70539,3426.389123,3195.248207,3320.346806,3285.707546,3376.63982,3423.653177,3422.097486,3435.731224,3474.346929,3485.696875,3381.584787,3229.475544,3134.950149,3047.651793,2956.462137,2800.661066
Hungary,HUN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21297.00064,18765.41625,18197.53055,18113.33691,18672.70724,18977.2437,19029.11373,19635.29496,20438.38296,21128.88846,22117.92043,23069.21147,24229.29536,25255.87113,26568.11886,27765.78861,28903.04754,29044.0669,29384.00704,27445.95946,27801.83382,28415.11734,28179.65646,28891.02175,30264.94923,31485.56754,32378.9675,33828.71494,35798.04128,37662.67681,36119.52117,38887.19095,40656.96868,40368.58819,40702.15351
IBRD only,IBD,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.693342,6112.347479,6001.750585,6029.448343,6045.821105,6162.850632,6369.618484,6579.12291,6618.624023,6790.236967,7102.043756,7276.854773,7515.090402,7869.657955,8371.565696,8850.15739,9454.566017,10151.34097,10597.08593,10696.72997,11363.91751,11913.05709,12383.65263,12846.34835,13283.90588,13687.03515,14165.45586,14738.78541,15317.09356,15779.45362,15370.67269,16411.89077,16953.06604,17711.90883,18388.59716
IDA & IBRD total,IBT,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501.392229,5403.888287,5307.314359,5314.107819,5311.965968,5403.462638,5571.067232,5734.870591,5763.523258,5892.54382,6135.897069,6271.486104,6462.083406,6742.275428,7146.191712,7528.98746,8005.869583,8549.428336,8893.06986,8973.297531,9491.075085,9909.677826,10257.3417,10613.07352,10954.87075,11260.49724,11614.44414,12040.71675,12469.34289,12803.25219,12435.90329,13184.89222,13566.23642,14085.37311,14558.54928
IDA total,IDA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2657.400241,2641.732983,2630.671382,2589.513207,2549.809751,2579.703068,2637.78134,2669.772075,2696.332586,2709.403425,2749.496132,2790.933792,2863.77502,2939.402645,3064.593155,3184.175157,3304.095453,3421.606733,3511.996914,3603.689044,3731.365043,3825.47914,3872.554819,3972.50572,4101.069056,4197.80404,4275.253764,4372.108886,4480.796696,4571.336939,4441.757193,4534.28128,4635.768444,4675.440237,4773.15942
IDA blend,IDB,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3742.024261,3707.765202,3712.614692,3605.808457,3551.341988,3550.625353,3619.544787,3608.034394,3614.328852,3600.082368,3633.068156,3676.262175,3788.656708,3861.393312,4041.494963,4180.240929,4311.980852,4421.243502,4474.955528,4603.203625,4733.338391,4804.665995,4904.866101,5065.945603,5237.73046,5334.897969,5376.751405,5428.863216,5543.084787,5601.073149,5418.447739,5601.417065,5734.610149,5770.129673,5881.306133
Indonesia,IDN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873.053801,5118.467896,5357.375898,5609.151788,5931.234734,6312.934536,6695.409758,6897.002366,5897.685309,5855.658007,6056.381978,6190.51954,6381.949552,6599.091936,6843.54655,7140.854564,7434.487854,7802.464069,8165.061551,8435.455747,8848.224737,9274.969552,9708.611825,10121.81415,10504.38694,10893.66211,11319.66343,11772.57433,12262.23103,12757.78509,12388.54493,12757.07464,13334.26539,13889.97491,14470.4372
IDA only,IDX,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.207493,2082.791344,2060.977183,2056.239412,2023.828941,2070.802272,2122.663143,2178.846897,2216.251208,2244.20311,2287.60118,2326.855274,2377.718825,2455.481251,2550.010069,2659.13394,2772.97216,2894.849586,3005.032283,3074.870125,3200.577437,3307.546745,3324.290311,3389.792364,3495.155517,3593.437308,3693.822837,3819.063139,3927.592544,4039.759971,3940.657036,3984.769297,4071.101762,4115.713791,4209.874475
Isle of Man,IMN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203.147039,2178.685915,2249.697904,2307.607142,2411.462737,2542.422111,2680.278884,2734.520891,2847.96235,3041.482586,3099.502822,3188.81024,3250.695655,3445.925924,3656.126207,3881.96618,4129.77837,4379.696044,4450.390229,4731.361605,5059.282711,5249.549257,5460.437686,5732.241891,6079.843935,6488.146029,6940.625889,7326.606937,7714.339747,7930.09113,7399.530681,8050.018575,8594.391905,9301.756032,9817.070821
Not classified,INX,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29593.92265,29992.04928,30784.02191,31455.29541,33134.93585,36141.52415,38502.7625,42319.91979,45552.1072,49784.29814,53744.5427,55702.17167,58002.53581,58785.21412,61638.32896,63771.59551,65171.50361,66676.46326,62401.4052,58623.11831,59285.80833,60001.07784,59508.99655,60494.16275,65660.18276,81053.35278,80997.58278,87942.44526,93214.33538,96369.64458,101970.8126,116903.6124,124489.3785,115505.3383,115337.1667
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9046.584845,9923.821238,10050.38201,9867.292598,9681.262123,9804.549895,10315.13805,10329.85724,10400.86171,10459.12411,10908.29293,10998.12851,11788.89502,12666.20116,12935.78591,13056.24994,13416.84151,14275.7488,14138.80105,14104.9783,14737.15585,14941.25949,14202.55076,13804.7913,14299.57177,13905.19212,14915.59412,15108.10941,14642.49757,14040.66465,14397.15357,14951.89487,15331.33294,15912.02987,16224.03534
Iraq,IRQ,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10735.09411,3819.161948,4916.264403,6105.041663,6044.871048,5969.669641,6419.369819,7545.729761,9871.73398,11237.85374,12702.1642,12529.60841,11144.05053,6849.332008,10210.5631,10078.44376,10568.91377,10853.8161,11511.93876,11470.51781,11816.84102,12267.58489,13357.01439,13712.93171,13536.82277,13516.0272,15016.09206,14417.63069,14456.23571,14910.22503,12827.63454,12731.75358,13433.39772,13202.32281,12725.04313
Iceland,ISL,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40116.7557,39565.78951,37753.46609,37862.38558,38890.20566,38724.90428,40275.47786,42252.46972,44880.49567,46130.18183,47771.21278,49032.37289,48868.56677,49571.19716,52971.83365,55333.22738,57463.74954,60765.2036,60963.54128,56099.64905,54588.97093,55426.99198,55719.26096,57707.42212,58031.85868,59978.33157,62880.26272,63999.16047,65354.26157,65122.75495,59627.24234,61610.21327,65475.41129,67177.20263,65645.09486
Israel,ISR,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25335.27222,25698.9297,26752.40063,27123.10739,28393.00002,29470.81726,30386.19816,30707.00654,31246.85647,31465.61292,33275.06317,32590.22862,31897.58488,31780.77961,32675.20806,33512.89092,34770.02628,36317.85251,36827.92492,36403.16264,37722.40999,39075.37538,39299.35155,40148.77745,40872.58084,40967.37076,41963.6758,42947.05867,43814.295,44580.80788,42915.94169,46162.08227,48098.18724,47527.15102,47338.84246
Italy,ITA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42656.74451,43283.02044,43614.48509,43216.10964,44136.70591,45410.13917,46008.23893,46869.42561,47701.39742,48493.66512,50353.42004,51332.29044,51369.11491,51126.25855,51495.00288,51585.64458,52304.24029,52747.19055,51806.39062,48774.39168,49301.69591,49473.01492,47795.95794,46833.36153,46825.65112,47311.82553,47987.83796,48849.21835,49133.14353,49690.62985,45505.06887,49825.39341,52333.32743,52725.7462,53115.1351
Jamaica,JAM,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8742.165149,9084.996633,9171.616417,9932.031557,9966.491191,10098.98014,9990.346199,9785.761316,9475.902095,9501.01505,9518.231763,9585.31492,9716.895557,10012.28705,10085.59085,10119.53379,10359.31605,10457.97203,10328.0398,9838.251078,9654.072384,9778.694536,9676.847571,9687.608304,9719.303899,9778.118542,9886.551393,9964.391023,10137.11105,10216.06554,9178.320778,9577.164211,10072.04853,10332.05513,10259.99511
Jordan,JOR,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7589.820079,7134.290241,7737.969221,7675.471638,7680.140792,7829.081215,7731.478558,7775.542712,7826.740157,7920.019746,8086.922027,8339.785814,8638.080331,8800.496746,9326.668391,9839.68835,9977.759033,10161.40212,10641.58943,10938.50272,10953.53763,10977.48205,11086.02994,10799.35381,10148.9981,9581.689226,9321.904511,9339.810397,9311.531163,9288.527091,9022.639304,9182.496161,9266.575383,9381.35436,9520.250645
Japan,JPN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35272.41898,36372.03475,36563.62264,36277.92318,36568.71239,37442.89461,38528.79144,38814.25355,38217.19559,38020.094,39005.91363,39062.28174,38987.91027,39501.80678,40351.77637,41075.82436,41613.14838,42182.17586,41645.57221,39279.49887,40881.79724,40967.34314,41596.9238,42492.24396,42674.69763,43386.71007,43736.13051,44505.27926,44848.48994,44730.91028,42992.47964,44355.34872,44972.34384,45858.65951,46097.42998
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16837.69075,14877.52735,14045.10358,12795.87464,11334.98313,10600.33023,10857.43539,11298.58055,11364.03078,11815.77321,12935.86437,14612.02901,15960.87385,17344.75267,18886.58119,20565.52945,22574.34296,24351.34641,24895.66457,24901.35273,26374.84077,27946.16034,28881.24176,30177.48872,30986.43792,30893.75949,30758.32273,31524.44163,32330.22745,33298.21237,32011.54915,32945.85157,33506.26149,34703.23493,35905.44149
Kenya,KEN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4177.486033,4102.476775,3946.840934,3844.920298,3833.223578,3890.098551,3941.409195,3853.371393,3871.821763,3848.464706,3756.636223,3778.258548,3681.256943,3674.085928,3743.567857,3844.735571,3970.733499,4116.450947,4002.883641,4012.194284,4211.52463,4307.106116,4387.937901,4443.371216,4558.551553,4679.621828,4770.310464,4846.862109,5017.667847,5171.712643,5057.401155,5338.852434,5491.693783,5682.989162,5823.407595
Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6095.681086,5520.429799,4701.991381,3973.883239,3176.923819,2974.711639,3138.666157,3399.934271,3419.223307,3491.937733,3638.463143,3795.890593,3760.5324,3982.92722,4211.522483,4156.958492,4240.170178,4558.712679,4894.94278,4969.961327,4876.479649,5092.851658,4993.394317,5418.54062,5513.75447,5600.214334,5715.010412,5861.222,5951.828768,6087.601938,5537.795473,5736.478834,6139.777888,6575.775413,7046.310274
Cambodia,KHM,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646.097988,2731.379737,2769.488255,2714.591501,1650.391,1672.739285,1643.015791,1595.171307,1602.383712,1775.412398,1922.031791,2032.08092,2126.341505,2309.839315,2491.3093,2781.890289,3041.104712,3308.157472,3501.925702,3587.608896,3711.537506,3921.979116,4159.163541,4419.398868,4702.730618,4968.572767,5283.729649,5632.031256,6050.590883,6448.88456,6128.782438,6225.532655,6458.368149,6695.291948,7011.581469
Kiribati,KIR,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2213.54022,2047.153764,2495.996402,2455.449876,2468.72119,2498.787615,2455.501074,2439.410116,2502.86207,2364.346192,2481.415243,2357.58189,2341.695539,2258.033818,2199.670742,2183.781139,2264.16158,2286.446477,2172.357676,2137.965939,2119.64018,2150.383018,2242.013791,2382.370345,2381.348373,2615.841195,2761.933527,2822.669193,2877.601607,2927.484884,2834.685814,3020.493999,3107.776046,3140.583264,3257.136346
St. Kitts and Nevis,KNA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14326.04107,14084.68319,14557.18426,15348.68878,15955.8375,16596.26563,17340.22346,18288.49437,17963.69924,18291.42292,19840.58006,20648.78897,20813.405,19927.18183,20661.34586,22612.71266,23258.98423,23330.04424,25898.78236,24973.80453,24997.56725,25380.00873,25114.05726,26532.10166,28530.30722,28729.56645,29867.02656,29948.92001,30576.24867,31512.19431,26736.92836,26896.61771,29712.68558,30966.33115,31270.68882
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13839.98898,15180.66857,15955.00133,16879.95831,18259.8551,19815.0749,21175.89984,22272.73305,20978.28198,23218.22767,25111.13771,26128.39151,27984.63948,28716.1691,30089.17132,31319.10987,32795.15686,34522.26826,35293.4102,35390.56202,37610.97291,38698.4611,39420.41939,40483.25341,41518.09423,42459.90289,43538.02127,44787.64824,45890.43041,46757.26145,46361.59578,48419.64325,49777.9293,50414.20834,
Kuwait,KWT,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38932.94355,28633.96961,43266.93289,56684.18636,61753.84903,64093.51791,62665.22439,62151.95186,62450.08847,59533.95431,60585.30271,59099.66534,59348.61731,67984.31454,73298.06222,78193.90125,79521.34848,79474.76118,77036.50842,67896.26808,62956.21532,64844.50189,64908.26275,62458.80891,60065.65444,57763.51744,56936.62084,52285.58712,51623.80791,51380.6455,49372.57295,50651.95758,51379.88333,47777.40128,45426.9454
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12319.18138,12473.03301,12549.85177,12906.55482,13364.56462,13203.22096,13487.09471,13979.62471,14147.04582,13985.36521,14273.05167,14095.01699,13961.31697,14111.98163,14666.95092,15055.88933,15646.0428,16280.33912,16692.47138,16107.65725,16998.73997,17574.80408,17806.25566,18123.91659,18192.86725,18077.31194,17834.78822,18016.04511,18120.24364,18068.0985,16754.65688,17833.33748,18419.69099,18695.10044,18935.32172
Lao PDR,LAO,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.500494,2033.582583,2088.020041,2152.276597,2267.782155,2368.054752,2473.772858,2589.207629,2642.566187,2786.520397,2899.019619,3015.632585,3143.223276,3282.985397,3441.169997,3630.558788,3881.537366,4112.253017,4367.16288,4625.071733,4946.105637,5266.878669,5608.969563,5974.473689,6341.212297,6703.741243,7063.255453,7432.459633,7775.085745,8075.275024,7995.595025,8080.435532,8183.032865,8372.155919,8610.901663
Lebanon,LBN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345.512097,7828.172011,8924.152646,9695.315492,10294.81277,10762.4427,11757.28249,11668.40069,11885.30723,11617.24977,11571.7326,11817.9305,12053.83416,12272.34407,12882.0758,13024.66489,13003.6808,13941.56142,14955.14136,16264.35062,17390.7584,17353.19608,17323.30138,16396.49693,15205.87327,14980.02052,15572.36117,16128.58382,16290.05165,15659.5661,12507.43664,11599.77551,11474.75058,11330.26874,
Liberia,LBR,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.405481,1819.497853,1115.037708,718.6832388,563.6403612,534.8097152,582.6779825,1111.937603,1308.405683,1507.314703,1868.179756,1867.119109,1887.646016,1308.150901,1326.535655,1335.617289,1364.603473,1422.100197,1463.124082,1492.998174,1538.850835,1601.03374,1668.972896,1774.520578,1750.143849,1714.09048,1653.310502,1661.302908,1647.974438,1575.76665,1497.376924,1539.208923,1578.998371,1616.923734,1658.259994
Libya,LBY,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18121.81565,20501.47842,19532.99585,18429.78874,18439.65837,17718.60278,17804.46417,18446.84296,17528.31106,17397.98765,17742.34749,17111.48356,16625.05921,18417.88434,18846.24187,20644.02708,21539.62745,22416.10981,21909.42907,20513.56321,21109.96793,10739.09317,20595.58004,16553.14265,12495.79297,12192.13862,11828.71138,15424.05543,16380.85155,14333.42244,9976.037403,12641.50977,11456.07681,12478.14346,12275.9105
St. Lucia,LCA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17222.14867,17080.79897,18166.20781,18004.03201,18020.51276,18048.78067,18301.15227,17920.03411,18786.9976,19039.46302,18818.8856,17993.63727,17911.62978,18522.51296,19715.82977,19491.21823,20551.05995,20759.30439,21651.23378,20907.33436,20849.05512,21637.86869,21515.89963,21029.28889,21214.47733,21142.97333,21775.47377,22422.59704,22981.91793,22738.24711,17142.04406,19101.1653,22962.28181,23403.74403,24252.46886
Latin America & Caribbean,LCN,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12450.18938,12621.99505,12754.74935,13122.8412,13582.88637,13472.30527,13766.85555,14284.57183,14483.59959,14339.87038,14637.73436,14492.23325,14372.6109,14541.80249,15133.272,15537.76347,16143.64897,16790.98002,17212.00719,16633.92588,17519.32627,18117.83969,18400.02244,18731.18869,18814.95135,18723.60673,18509.85872,18701.05256,18851.87071,18841.03926,17478.39567,18654.76512,19295.4512,19602.59452,19905.30339
Least developed countries: UN classification,LDC,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902.905982,1888.845018,1848.883636,1797.761366,1758.742157,1810.489879,1863.046511,1913.234404,1939.317489,1972.977806,2013.382542,2064.682987,2126.121355,2186.68914,2277.710114,2396.269615,2510.771528,2642.881547,2756.872572,2815.890078,2925.024992,3001.689698,3075.431949,3176.932528,3289.544387,3381.83424,3464.215636,3562.096344,3657.837761,3768.648166,3682.588687,3695.376941,3793.484482,3831.94636,3895.838584
Low income,LIC,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2031.133584,2028.631303,1992.491774,1933.902437,1898.280691,1938.518302,1993.936134,2069.321999,2109.932994,2079.414189,2066.984013,2081.130127,2138.284787,2211.310523,2280.594933,2360.413962,2426.046048,2502.889607,2560.908089,2586.35513,2674.630938,2675.524257,2461.777924,2374.010869,2383.334606,2394.117784,2389.644876,2390.093742,2395.302577,2406.662161,2322.368055,2275.67794,2291.65242,2221.139219,2228.079087
Liechtenstein,LIE,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4561.579133,4735.8194,4866.239412,5114.436304,5322.729631,5523.312254,5624.023937,5871.722976,6032.622126,6176.235485,6428.613419,6230.030519,6409.862789,6741.012488,7059.910981,7452.742341,7970.66491,8454.206753,8897.82686,9156.319065,9832.186223,10618.4926,11447.69377,12249.72234,12909.96631,13329.77934,13845.61468,14572.48582,14759.82489,14637.44429,13886.65137,14316.13522,13249.06506,13024.94043,13752.83674
Lower middle income,LMC,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.507818,2888.580908,2935.310625,2946.921155,3007.534217,3105.83859,3235.204725,3296.927668,3384.011587,3510.932075,3589.614846,3674.122233,3757.83697,3914.404284,4115.40542,4319.505129,4547.355405,4779.755463,4906.900369,5117.117333,5378.887226,5541.994646,5733.790255,5963.272128,6234.239894,6523.304982,6822.765784,7109.18867,7409.392955,7616.264406,7248.349191,7652.719664,8042.730829,8449.212622,8788.578248
Low & middle income,LMY,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4406.321517,4406.138229,4472.541543,4561.33452,4655.030915,4771.726964,4966.637817,5135.865051,5198.666153,5306.404118,5503.626301,5616.743996,5787.721647,6034.352875,6397.972041,6748.892937,7173.988915,7662.064795,7968.068403,8142.147595,8653.820443,9049.670541,9382.856685,9748.984741,10100.39046,10435.97421,10806.07419,11227.10388,11638.75475,11962.11619,11632.0318,12336.07174,12731.17417,13240.32171,13689.88109
Lesotho,LSO,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.150569,1494.240324,1571.827042,1602.596332,1675.597723,1709.694335,1786.18229,1837.69657,1856.690785,1860.700522,1932.157932,2004.033502,2024.787273,2127.373022,2178.664747,2275.016144,2381.020246,2470.314621,2589.166359,2538.193418,2651.378049,2749.319582,2894.22705,2914.37516,2930.61724,2986.958667,3057.260916,2924.680962,2846.418281,2773.286399,2517.110419,2544.782496,2577.545441,2595.829523,2637.91651
Late-demographic dividend,LTE,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6633.144377,6497.519101,6283.78889,6349.995363,6409.77069,6626.656996,6832.347857,7091.580468,7140.200209,7397.94716,7859.144664,8191.938911,8608.781339,9131.285021,9794.59935,10457.79563,11323.7635,12351.15289,13087.40365,13323.7049,14245.42803,15105.6913,15832.20348,16533.63489,17197.00307,17763.94393,18355.405,19144.94129,20030.17118,20835.5706,20724.1337,22182.26353,22834.97436,23782.80528,24812.20552
Lithuania,LTU,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20586.22775,19384.81793,15280.3886,12861.69491,11686.43866,12164.20372,12873.20076,14045.00451,15202.9118,15143.19371,15771.42696,16933.02255,18216.54526,20302.98488,21867.28615,23944.70199,26129.33926,29370.77397,30445.78095,26217.54493,26887.49131,29240.74879,30920.3304,32474.64135,33975.08438,35251.29869,36618.14684,38774.4892,41019.79016,43062.32284,43091.79737,45873.52732,46651.21458,46159.70817,47169.00842
Luxembourg,LUX,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81450.57241,87313.71762,87729.3986,90195.6629,92375.35881,92391.33986,92416.51866,96211.7308,101364.6753,108180.4027,114141.5853,116258.4268,118757.5305,120396.2578,123720.2615,124866.8588,130284.9675,138677.9655,135812.2223,129002.2402,131432.0596,129885.3698,128895.4051,129945.4538,130247.6617,130097.2562,133661.6497,132169.834,131733.8846,132724.7527,129865.63,136772.4438,132573.9944,129021.6455,128181.7033
Latvia,LVA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17508.78632,15376.09058,10582.20702,10255.14138,10656.60877,10707.515,11077.86184,12215.01519,13138.40125,13619.0988,14554.21317,15695.90672,17096.55944,18717.66755,20574.1182,23213.35394,26431.81402,29423.73712,28726.97229,24520.67915,24119.73078,25308.73221,27496.54546,28375.18429,29243.74125,30599.61331,31668.51484,33036.39159,34729.70628,35208.19346,34225.8976,36912.01306,37681.04524,38796.55102,38936.04539
"Macao SAR, China",MAC,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55242.96392,54545.0169,58591.65015,59527.70952,60057.76635,60142.3657,59053.85393,58578.41043,55238.97444,53292.53906,55936.24132,57114.05758,61564.92711,67925.70838,83915.22106,87090.72132,93724.98823,102761.6028,102355.8899,104764.7092,130596.3146,155185.4053,164065.0018,174339.002,162582.4484,123396.1684,120754.9285,133500.279,139787.6639,133549.1522,59791.47249,74177.78252,60089.83258,104961.9202,112843.9627
St. Martin (French part),MAF,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4418.660156,4656.125977,4483.249512,4379.76416,4771.092773,4444.228516,4916.47998,4766.110352,5033.92334,5043.665039,5100.115723,5417.578613,5544.071777,5810.053223,5996.390137,6103.422363,6488.673828,6620.590332,6901.950684,7063.727051,7210.636719,7503.792969,7628.644043,7839.032227,7951.79834,8198.808594,8141.94043,8450.008789,8611.75,8768.175781,8054.562988,8623.265625,8666.079102,8868.711914,9065.914063
Monaco,MCO,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (constant 2021 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15902.89432,13342.06002,9461.427726,9363.593099,6490.353103,6428.839794,6063.140517,6185.839525,5783.485938,5597.465129,5727.079225,6090.034744,6580.278414,7034.357849,7573.617845,8161.473447,8577.02858,8854.833976,9563.698143,9001.234321,9649.950993,10217.30878,10158.38547,11080.06346,11641.12084,11691.07975,12377.36668,13118.82194,13895.50437,14621.24014,13559.26002,15682.07033,15358.01536,15990.47933,16465.92869
